image_uid,image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
nwpu_positive_316,316,NWPU VHR-10 dataset/positive image set/316.jpg,NWPU VHR-10 dataset/ground truth/316.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_318,318,NWPU VHR-10 dataset/positive image set/318.jpg,NWPU VHR-10 dataset/ground truth/318.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_346,346,NWPU VHR-10 dataset/positive image set/346.jpg,NWPU VHR-10 dataset/ground truth/346.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_350,350,NWPU VHR-10 dataset/positive image set/350.jpg,NWPU VHR-10 dataset/ground truth/350.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_374,374,NWPU VHR-10 dataset/positive image set/374.jpg,NWPU VHR-10 dataset/ground truth/374.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_375,375,NWPU VHR-10 dataset/positive image set/375.jpg,NWPU VHR-10 dataset/ground truth/375.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_377,377,NWPU VHR-10 dataset/positive image set/377.jpg,NWPU VHR-10 dataset/ground truth/377.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_380,380,NWPU VHR-10 dataset/positive image set/380.jpg,NWPU VHR-10 dataset/ground truth/380.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_387,387,NWPU VHR-10 dataset/positive image set/387.jpg,NWPU VHR-10 dataset/ground truth/387.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_390,390,NWPU VHR-10 dataset/positive image set/390.jpg,NWPU VHR-10 dataset/ground truth/390.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_400,400,NWPU VHR-10 dataset/positive image set/400.jpg,NWPU VHR-10 dataset/ground truth/400.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_401,401,NWPU VHR-10 dataset/positive image set/401.jpg,NWPU VHR-10 dataset/ground truth/401.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_408,408,NWPU VHR-10 dataset/positive image set/408.jpg,NWPU VHR-10 dataset/ground truth/408.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_414,414,NWPU VHR-10 dataset/positive image set/414.jpg,NWPU VHR-10 dataset/ground truth/414.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_430,430,NWPU VHR-10 dataset/positive image set/430.jpg,NWPU VHR-10 dataset/ground truth/430.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_431,431,NWPU VHR-10 dataset/positive image set/431.jpg,NWPU VHR-10 dataset/ground truth/431.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_453,453,NWPU VHR-10 dataset/positive image set/453.jpg,NWPU VHR-10 dataset/ground truth/453.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_456,456,NWPU VHR-10 dataset/positive image set/456.jpg,NWPU VHR-10 dataset/ground truth/456.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_468,468,NWPU VHR-10 dataset/positive image set/468.jpg,NWPU VHR-10 dataset/ground truth/468.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_471,471,NWPU VHR-10 dataset/positive image set/471.jpg,NWPU VHR-10 dataset/ground truth/471.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_475,475,NWPU VHR-10 dataset/positive image set/475.jpg,NWPU VHR-10 dataset/ground truth/475.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_486,486,NWPU VHR-10 dataset/positive image set/486.jpg,NWPU VHR-10 dataset/ground truth/486.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_489,489,NWPU VHR-10 dataset/positive image set/489.jpg,NWPU VHR-10 dataset/ground truth/489.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_493,493,NWPU VHR-10 dataset/positive image set/493.jpg,NWPU VHR-10 dataset/ground truth/493.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_500,500,NWPU VHR-10 dataset/positive image set/500.jpg,NWPU VHR-10 dataset/ground truth/500.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_503,503,NWPU VHR-10 dataset/positive image set/503.jpg,NWPU VHR-10 dataset/ground truth/503.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_504,504,NWPU VHR-10 dataset/positive image set/504.jpg,NWPU VHR-10 dataset/ground truth/504.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_519,519,NWPU VHR-10 dataset/positive image set/519.jpg,NWPU VHR-10 dataset/ground truth/519.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_524,524,NWPU VHR-10 dataset/positive image set/524.jpg,NWPU VHR-10 dataset/ground truth/524.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_544,544,NWPU VHR-10 dataset/positive image set/544.jpg,NWPU VHR-10 dataset/ground truth/544.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_549,549,NWPU VHR-10 dataset/positive image set/549.jpg,NWPU VHR-10 dataset/ground truth/549.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_557,557,NWPU VHR-10 dataset/positive image set/557.jpg,NWPU VHR-10 dataset/ground truth/557.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_559,559,NWPU VHR-10 dataset/positive image set/559.jpg,NWPU VHR-10 dataset/ground truth/559.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_561,561,NWPU VHR-10 dataset/positive image set/561.jpg,NWPU VHR-10 dataset/ground truth/561.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_563,563,NWPU VHR-10 dataset/positive image set/563.jpg,NWPU VHR-10 dataset/ground truth/563.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_566,566,NWPU VHR-10 dataset/positive image set/566.jpg,NWPU VHR-10 dataset/ground truth/566.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_575,575,NWPU VHR-10 dataset/positive image set/575.jpg,NWPU VHR-10 dataset/ground truth/575.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_580,580,NWPU VHR-10 dataset/positive image set/580.jpg,NWPU VHR-10 dataset/ground truth/580.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_584,584,NWPU VHR-10 dataset/positive image set/584.jpg,NWPU VHR-10 dataset/ground truth/584.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_589,589,NWPU VHR-10 dataset/positive image set/589.jpg,NWPU VHR-10 dataset/ground truth/589.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_593,593,NWPU VHR-10 dataset/positive image set/593.jpg,NWPU VHR-10 dataset/ground truth/593.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_601,601,NWPU VHR-10 dataset/positive image set/601.jpg,NWPU VHR-10 dataset/ground truth/601.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_607,607,NWPU VHR-10 dataset/positive image set/607.jpg,NWPU VHR-10 dataset/ground truth/607.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_610,610,NWPU VHR-10 dataset/positive image set/610.jpg,NWPU VHR-10 dataset/ground truth/610.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_615,615,NWPU VHR-10 dataset/positive image set/615.jpg,NWPU VHR-10 dataset/ground truth/615.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_620,620,NWPU VHR-10 dataset/positive image set/620.jpg,NWPU VHR-10 dataset/ground truth/620.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_627,627,NWPU VHR-10 dataset/positive image set/627.jpg,NWPU VHR-10 dataset/ground truth/627.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_633,633,NWPU VHR-10 dataset/positive image set/633.jpg,NWPU VHR-10 dataset/ground truth/633.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_639,639,NWPU VHR-10 dataset/positive image set/639.jpg,NWPU VHR-10 dataset/ground truth/639.txt,False,val,42,0.7,0.15,0.15
nwpu_positive_648,648,NWPU VHR-10 dataset/positive image set/648.jpg,NWPU VHR-10 dataset/ground truth/648.txt,False,val,42,0.7,0.15,0.15
